#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
BL08181_evm0         -          KOG0619              -           2.4e-206  682.5 122.1   3.1e-27   96.3   3.9  13.0   2   1  13  15  15  14  14 -
BL25401_evm0         -          KOG0619              -            1.5e-05   25.3   0.0   2.4e-05   24.7   0.0   1.2   1   0   0   1   1   1   1 -
BL29654_evm0         -          KOG0619              -            1.7e-05   25.3   0.1   2.3e-05   24.8   0.1   1.2   1   0   0   1   1   1   1 -
BL10806_cuf0         -          KOG0619              -            1.8e-05   25.1   0.1   2.6e-05   24.6   0.1   1.2   1   0   0   1   1   1   1 -
BL25579_evm0         -          KOG0619              -              2e-05   25.0   0.1   0.00018   21.9   0.1   1.9   1   1   0   1   1   1   1 -
BL14929_cuf4         -          KOG0619              -            2.3e-05   24.8   1.9   2.7e-05   24.6   1.9   1.1   1   0   0   1   1   1   1 -
BL42071_cuf0         -          KOG0619              -            2.4e-05   24.7   1.7   0.00051   20.4   0.4   2.3   2   0   0   2   2   2   1 -
BL20841_cuf4         -          KOG0619              -            2.7e-05   24.5   0.1   3.1e-05   24.3   0.1   1.2   1   0   0   1   1   1   1 -
BL12244_evm0         -          KOG0619              -              3e-05   24.4   0.1   4.5e-05   23.8   0.1   1.1   1   0   0   1   1   1   1 -
BL96530_cuf1         -          KOG0619              -            3.2e-05   24.3   2.1     7e-05   23.2   1.8   1.5   1   1   0   1   1   1   1 -
BL35743_cuf1         -          KOG0619              -            3.6e-05   24.2   0.2   6.4e-05   23.3   0.2   1.3   1   0   0   1   1   1   1 -
BL31348_evm0         -          KOG0619              -            3.6e-05   24.1   0.1   0.00017   22.0   0.1   1.7   1   1   1   2   2   2   1 -
BL01617_cuf19        -          KOG0619              -            4.1e-05   24.0   0.0   4.7e-05   23.8   0.0   1.2   1   0   0   1   1   1   1 -
BL05964_evm4         -          KOG0619              -            4.1e-05   24.0   3.3   4.1e-05   24.0   3.3   1.6   2   0   0   2   2   1   1 -
BL00646_cuf1         -          KOG0619              -            4.1e-05   24.0   0.0   5.1e-05   23.6   0.0   1.1   1   0   0   1   1   1   1 -
BL26479_evm0         -          KOG0619              -            4.4e-05   23.9   0.1   6.4e-05   23.3   0.1   1.2   1   0   0   1   1   1   1 -
BL25117_evm0         -          KOG0619              -            4.4e-05   23.8   0.1   0.00026   21.3   0.1   2.1   1   1   0   1   1   1   1 -
BL26991_evm0         -          KOG0619              -              5e-05   23.7   0.0   7.3e-05   23.1   0.0   1.1   1   0   0   1   1   1   1 -
BL96063_evm0         -          KOG0619              -            5.2e-05   23.6   0.2   0.00013   22.3   0.2   1.6   1   0   0   1   1   1   1 -
BL29115_evm0         -          KOG0619              -            5.6e-05   23.5   0.1   8.4e-05   22.9   0.1   1.2   1   0   0   1   1   1   1 -
BL29838_evm0         -          KOG0619              -            5.8e-05   23.5   5.7    0.0036   17.6   0.3   1.8   1   1   1   2   2   2   2 -
BL05407_evm0         -          KOG0619              -            6.1e-05   23.4   4.5   0.00017   21.9   4.1   1.6   1   1   1   2   2   2   1 -
BL25879_evm0         -          KOG0619              -            7.7e-05   23.1   1.0   0.00014   22.2   1.0   1.4   1   0   0   1   1   1   1 -
BL62424_cuf0         -          KOG0619              -              8e-05   23.0   0.2     8e-05   23.0   0.2   1.2   1   0   0   1   1   1   1 -
BL20887_evm0         -          KOG0619              -            8.1e-05   23.0   0.0   0.00012   22.4   0.0   1.2   1   0   0   1   1   1   1 -
BL25749_evm0         -          KOG0619              -            8.1e-05   23.0   0.0   0.00012   22.4   0.0   1.2   1   0   0   1   1   1   1 -
BL25995_evm0         -          KOG0619              -            8.3e-05   23.0   0.0   0.00012   22.4   0.0   1.3   1   0   0   1   1   1   1 -
BL31368_evm0         -          KOG0619              -            9.3e-05   22.8   0.1   0.00033   21.0   0.1   1.7   1   1   1   2   2   2   1 -
BL76734_cuf2         -          KOG0619              -            9.4e-05   22.8   9.4    0.0046   17.2   1.7   1.9   1   1   1   2   2   2   2 -
BL25646_evm0         -          KOG0619              -            9.6e-05   22.7   0.7   0.00016   22.1   0.7   1.3   1   0   0   1   1   1   1 -
BL18256_cuf1         -          KOG0619              -            9.7e-05   22.7   0.9    0.0017   18.6   0.1   2.4   2   0   0   2   2   2   1 -
BL11525_cuf3         -          KOG0619              -            9.8e-05   22.7   1.0     0.002   18.4   0.1   3.0   2   1   1   3   3   2   1 -
BL28144_evm0         -          KOG0619              -             0.0001   22.7   1.7   0.00014   22.2   1.7   1.1   1   0   0   1   1   1   1 -
BL16311_evm0         -          KOG0619              -            0.00011   22.5   2.6   0.00016   22.0   2.6   1.2   1   0   0   1   1   1   1 -
BL10602_evm0         -          KOG0619              -            0.00011   22.5   0.3   0.00014   22.2   0.3   1.1   1   0   0   1   1   1   1 -
BL81785_cuf0         -          KOG0619              -            0.00011   22.5   0.2   0.00021   21.6   0.2   1.5   1   1   0   1   1   1   1 -
BL29507_evm0         -          KOG0619              -            0.00012   22.4   0.0   0.00019   21.8   0.0   1.2   1   0   0   1   1   1   1 -
BL31750_evm0         -          KOG0619              -            0.00013   22.4   0.1   0.00024   21.5   0.2   1.3   1   1   0   1   1   1   1 -
BL32733_cuf0         -          KOG0619              -            0.00014   22.2   0.0   0.00027   21.3   0.0   1.4   1   1   0   1   1   1   1 -
BL03472_evm0         -          KOG0619              -            0.00015   22.2   4.6      0.12   12.6   0.1   3.7   1   1   2   3   3   3   1 -
BL31579_evm0         -          KOG0619              -            0.00017   22.0   0.0   0.00026   21.3   0.0   1.2   1   0   0   1   1   1   1 -
BL96842_cuf3         -          KOG0619              -            0.00019   21.8   0.0   0.00028   21.2   0.0   1.2   1   0   0   1   1   1   1 -
BL15153_evm0         -          KOG0619              -             0.0002   21.7   2.7     0.039   14.2   0.0   2.5   2   1   1   3   3   2   2 -
BL27539_evm0         -          KOG0619              -             0.0002   21.7   0.1   0.00032   21.1   0.1   1.2   1   0   0   1   1   1   1 -
BL66268_cuf1         -          KOG0619              -            0.00025   21.4   0.1   0.00045   20.6   0.1   1.4   1   0   0   1   1   1   1 -
BL13645_cuf1         -          KOG0619              -            0.00026   21.3   1.4    0.0052   17.1   0.0   2.4   1   1   1   2   2   2   1 -
BL12463_cuf1         -          KOG0619              -            0.00028   21.2   0.1   0.00052   20.3   0.1   1.4   1   0   0   1   1   1   1 -
BL02410_cuf3         -          KOG0619              -            0.00028   21.2   0.3      0.17   12.1   0.1   3.1   1   1   1   2   2   2   1 -
BL28089_evm0         -          KOG0619              -            0.00029   21.2   0.6    0.0042   17.4   0.3   1.8   1   1   0   1   1   1   1 -
BL27464_evm0         -          KOG0619              -             0.0003   21.1   0.0   0.00067   20.0   0.0   1.5   1   1   0   1   1   1   1 -
BL38304_cuf0         -          KOG0619              -            0.00032   21.1   0.0    0.0004   20.7   0.0   1.1   1   0   0   1   1   1   1 -
BL31349_evm0         -          KOG0619              -            0.00035   20.9   0.4      0.43   10.8   0.0   2.1   1   1   1   2   2   2   1 -
BL31630_evm0         -          KOG0619              -            0.00038   20.8   1.2      0.12   12.6   0.3   2.1   2   0   0   2   2   2   1 -
BL01656_evm8         -          KOG0619              -            0.00039   20.7   2.8   0.00067   20.0   2.2   1.7   1   1   0   1   1   1   1 -
BL32215_evm0         -          KOG0619              -             0.0005   20.4   0.1     0.013   15.7   0.0   2.0   1   1   1   2   2   2   1 -
BL50855_cuf0         -          KOG0619              -            0.00051   20.4   0.0   0.00083   19.7   0.0   1.3   1   0   0   1   1   1   1 -
BL11675_evm0         -          KOG0619              -            0.00053   20.3   0.3    0.0038   17.5   0.1   1.6   1   1   0   1   1   1   1 -
BL59589_cuf0         -          KOG0619              -            0.00058   20.2   0.4   0.00098   19.4   0.4   1.3   1   0   0   1   1   1   1 -
BL14655_evm0         -          KOG0619              -            0.00064   20.1   0.4   0.00099   19.4   0.4   1.2   1   0   0   1   1   1   1 -
BL25500_evm0         -          KOG0619              -            0.00064   20.1   0.1   0.00098   19.5   0.1   1.3   1   0   0   1   1   1   1 -
BL31223_evm0         -          KOG0619              -            0.00067   20.0   0.1    0.0011   19.3   0.1   1.3   1   0   0   1   1   1   1 -
BL30053_evm0         -          KOG0619              -            0.00069   20.0   1.2    0.0016   18.7   1.0   1.7   1   1   1   2   2   2   1 -
BL79781_cuf0         -          KOG0619              -             0.0008   19.7   0.2   0.00085   19.7   0.2   1.1   1   0   0   1   1   1   1 -
BL28292_evm0         -          KOG0619              -            0.00087   19.6   0.0    0.0014   19.0   0.0   1.2   1   0   0   1   1   1   1 -
BL27598_evm0         -          KOG0619              -             0.0009   19.6   0.1    0.0014   19.0   0.1   1.2   1   0   0   1   1   1   1 -
BL82656_cuf0         -          KOG0619              -            0.00092   19.5   1.9    0.0023   18.2   1.9   1.6   1   1   0   1   1   1   1 -
BL22654_cuf5         -          KOG0619              -            0.00094   19.5   9.6    0.0013   19.0   7.8   1.8   1   1   1   2   2   2   1 -
BL03568_evm0         -          KOG0619              -              0.001   19.4   1.0    0.0063   16.8   0.2   2.2   2   1   0   2   2   1   1 -
BL23066_cuf0         -          KOG0619              -              0.001   19.4   6.9     0.019   15.2   0.7   2.1   1   1   1   2   2   2   2 -
BL14070_cuf1         -          KOG0619              -             0.0012   19.2   2.4    0.0061   16.9   1.0   2.0   1   1   1   2   2   2   1 -
BL64285_cuf0         -          KOG0619              -             0.0015   18.9   0.1    0.0019   18.5   0.1   1.1   1   0   0   1   1   1   1 -
BL14400_evm1         -          KOG0619              -             0.0016   18.7   1.1     0.027   14.7   0.1   2.9   1   1   1   2   2   2   1 -
BL18728_cuf5         -          KOG0619              -             0.0017   18.7   0.1    0.0022   18.3   0.1   1.1   1   0   0   1   1   1   1 -
BL18923_evm5         -          KOG0619              -             0.0018   18.6   0.2     0.029   14.7   0.1   2.5   2   1   1   3   3   2   1 -
BL29605_evm0         -          KOG0619              -              0.002   18.4   0.0    0.0035   17.6   0.0   1.3   1   0   0   1   1   1   1 -
BL03851_cuf0         -          KOG0619              -             0.0021   18.4   3.3     0.057   13.7   0.2   2.4   1   1   0   2   2   2   1 -
BL00708_cuf6         -          KOG0619              -             0.0021   18.4   0.1    0.0025   18.1   0.1   1.2   1   0   0   1   1   1   1 -
BL30001_evm0         -          KOG0619              -             0.0021   18.3   0.1    0.0032   17.8   0.1   1.1   1   0   0   1   1   1   1 -
BL10093_cuf2         -          KOG0619              -             0.0022   18.3   0.1      0.03   14.6   0.1   2.4   1   1   0   1   1   1   1 -
BL02537_cuf1         -          KOG0619              -             0.0025   18.1   0.1    0.0054   17.0   0.1   1.5   1   0   0   1   1   1   1 -
BL27668_evm0         -          KOG0619              -             0.0027   18.0   0.2     0.004   17.5   0.2   1.2   1   0   0   1   1   1   1 -
BL35806_cuf0         -          KOG0619              -             0.0027   18.0   0.1    0.0047   17.2   0.1   1.3   1   0   0   1   1   1   1 -
BL41137_cuf0         -          KOG0619              -             0.0028   18.0   1.3      0.13   12.5   0.0   2.2   1   1   1   2   2   2   1 -
BL76983_cuf0         -          KOG0619              -             0.0029   17.9   0.0    0.0043   17.3   0.0   1.2   1   0   0   1   1   1   1 -
BL51642_cuf0         -          KOG0619              -             0.0029   17.9   0.1    0.0033   17.7   0.1   1.1   1   0   0   1   1   1   1 -
BL63698_cuf0         -          KOG0619              -             0.0033   17.7   0.2    0.0055   17.0   0.2   1.3   1   0   0   1   1   1   1 -
BL30538_evm0         -          KOG0619              -             0.0034   17.7   0.2    0.0051   17.1   0.2   1.3   1   1   0   1   1   1   1 -
BL27261_evm0         -          KOG0619              -             0.0038   17.5   0.0     0.006   16.9   0.0   1.2   1   0   0   1   1   1   1 -
BL27234_evm0         -          KOG0619              -             0.0038   17.5   0.9     0.055   13.7   0.7   2.1   1   1   1   2   2   2   1 -
BL27732_evm0         -          KOG0619              -             0.0041   17.4   0.0     0.026   14.8   0.0   2.1   2   1   0   2   2   1   1 -
BL11366_cuf2         -          KOG0619              -             0.0041   17.4   1.3     0.044   14.1   0.2   2.4   1   1   1   2   2   2   1 -
BL25515_evm0         -          KOG0619              -             0.0042   17.4   0.1    0.0068   16.7   0.1   1.3   1   0   0   1   1   1   1 -
BL15797_evm0         -          KOG0619              -             0.0043   17.3   3.4      0.46   10.7   0.3   3.5   2   1   1   3   3   3   1 -
BL28289_evm0         -          KOG0619              -             0.0048   17.2   0.4     0.012   15.9   0.4   1.6   1   1   0   1   1   1   1 -
BL14221_evm0         -          KOG0619              -             0.0049   17.2   0.6     0.032   14.5   0.6   1.8   1   1   0   1   1   1   1 -
BL84730_cuf0         -          KOG0619              -             0.0049   17.2   0.0    0.0085   16.4   0.0   1.3   1   0   0   1   1   1   1 -
BL65693_cuf0         -          KOG0619              -             0.0051   17.1   0.4       3.5    7.8   0.0   2.2   1   1   0   1   1   1   0 -
BL76081_cuf0         -          KOG0619              -             0.0054   17.0   0.1    0.0088   16.3   0.1   1.3   1   0   0   1   1   1   1 -
BL05668_cuf0         -          KOG0619              -              0.006   16.9   0.5    0.0089   16.3   0.5   1.1   1   0   0   1   1   1   1 -
BL08834_cuf0         -          KOG0619              -             0.0061   16.8   0.5      0.03   14.6   0.2   1.9   1   1   1   2   2   1   1 -
BL78397_cuf0         -          KOG0619              -             0.0064   16.8   0.1     0.012   15.9   0.1   1.4   1   0   0   1   1   1   1 -
BL25516_evm0         -          KOG0619              -             0.0065   16.8   0.2      0.01   16.1   0.2   1.3   1   0   0   1   1   1   1 -
BL78185_cuf0         -          KOG0619              -             0.0066   16.7   1.0     0.027   14.7   0.1   2.1   2   0   0   2   2   1   1 -
BL30491_evm0         -          KOG0619              -             0.0066   16.7   0.0    0.0089   16.3   0.0   1.1   1   0   0   1   1   1   1 -
BL06927_evm0         -          KOG0619              -              0.007   16.7   6.0     0.019   15.3   2.9   2.6   1   1   1   2   2   2   1 -
BL26251_evm0         -          KOG0619              -             0.0071   16.6   0.0     0.011   16.0   0.0   1.2   1   0   0   1   1   1   1 -
BL14993_cuf5         -          KOG0619              -             0.0077   16.5   4.4     0.016   15.5   0.4   2.1   1   1   1   2   2   2   1 -
BL05787_evm0         -          KOG0619              -             0.0086   16.4   0.9     0.029   14.6   0.7   1.7   1   1   1   2   2   2   1 -
BL08680_cuf1         -          KOG0619              -             0.0087   16.3   2.1     0.048   13.9   0.7   2.3   1   1   0   2   2   2   1 -
BL11367_cuf1         -          KOG0619              -             0.0091   16.3   1.3      0.73   10.1   0.2   2.5   1   1   1   2   2   2   0 -
BL47295_cuf1         -          KOG0619              -             0.0093   16.3   0.1     0.012   15.9   0.1   1.2   1   0   0   1   1   1   1 -
BL20125_cuf6         -          KOG0619              -             0.0097   16.2   1.0     0.052   13.8   0.1   2.4   1   1   1   2   2   1   1 -
BL31012_evm0         -          KOG0619              -              0.011   16.0   0.1     0.026   14.8   0.1   1.6   1   1   0   1   1   1   0 -
BL24620_evm22        -          KOG0619              -              0.013   15.8   0.0      0.16   12.2   0.0   2.2   1   1   0   1   1   1   0 -
BL01762_evm3         -          KOG0619              -              0.016   15.5   0.5     0.024   14.9   0.5   1.3   1   0   0   1   1   1   0 -
BL04367_cuf0         -          KOG0619              -              0.017   15.4   1.3     0.045   14.0   0.4   1.9   1   1   1   2   2   2   0 -
BL00449_cuf9         -          KOG0619              -              0.017   15.4   0.2      0.23   11.7   0.0   2.0   1   1   1   2   2   2   0 -
BL14573_cuf0         -          KOG0619              -               0.02   15.2   0.6       9.2    6.5   0.0   2.4   1   1   1   2   2   2   0 -
BL78039_cuf1         -          KOG0619              -              0.023   15.0   0.0     0.037   14.3   0.0   1.2   1   0   0   1   1   1   0 -
BL17699_evm11        -          KOG0619              -              0.023   14.9   0.2     0.035   14.4   0.2   1.3   1   0   0   1   1   1   0 -
BL00676_evm0         -          KOG0619              -              0.024   14.9   0.7     0.083   13.1   0.6   1.9   1   1   0   1   1   1   0 -
BL05806_cuf4         -          KOG0619              -              0.026   14.8   3.3     0.051   13.8   0.5   2.5   1   1   2   3   3   2   0 -
BL37295_cuf0         -          KOG0619              -              0.028   14.7   0.9     0.033   14.5   0.9   1.1   1   0   0   1   1   1   0 -
BL60338_cuf0         -          KOG0619              -              0.034   14.4   0.1     0.056   13.7   0.1   1.3   1   0   0   1   1   1   0 -
BL13797_cuf1         -          KOG0619              -              0.037   14.3   2.2      0.17   12.1   0.2   1.7   1   1   1   2   2   2   0 -
BL41980_cuf0         -          KOG0619              -              0.041   14.2   0.0     0.051   13.8   0.0   1.1   1   0   0   1   1   1   0 -
BL25922_evm0         -          KOG0619              -              0.041   14.1   0.0      0.12   12.6   0.0   1.5   1   1   0   1   1   1   0 -
BL22394_cuf0         -          KOG0619              -              0.046   14.0   0.0     0.072   13.3   0.0   1.3   1   0   0   1   1   1   0 -
BL25372_evm0         -          KOG0619              -               0.05   13.9   0.0     0.063   13.5   0.0   1.1   1   0   0   1   1   1   0 -
BL95255_evm2         -          KOG0619              -              0.052   13.8   0.4      0.23   11.7   0.2   2.0   1   1   0   1   1   1   0 -
BL64946_cuf0         -          KOG0619              -               0.06   13.6   0.6      0.07   13.4   0.6   1.1   1   0   0   1   1   1   0 -
BL05087_evm0         -          KOG0619              -              0.063   13.5   0.0      0.17   12.1   0.0   1.6   1   1   0   1   1   1   0 -
BL25457_evm0         -          KOG0619              -              0.064   13.5   0.1       0.1   12.9   0.1   1.2   1   0   0   1   1   1   0 -
BL73215_cuf0         -          KOG0619              -              0.068   13.4   0.0      0.11   12.7   0.0   1.3   1   0   0   1   1   1   0 -
BL10994_cuf1         -          KOG0619              -              0.071   13.4   0.2      0.12   12.6   0.2   1.4   1   0   0   1   1   1   0 -
BL07309_cuf0         -          KOG0619              -              0.072   13.3   0.3     0.079   13.2   0.3   1.2   1   0   0   1   1   1   0 -
BL00490_cuf0         -          KOG0619              -              0.072   13.3   1.0      0.17   12.1   0.9   1.7   1   1   0   1   1   1   0 -
BL28930_evm0         -          KOG0619              -              0.079   13.2   0.2      0.13   12.5   0.2   1.3   1   0   0   1   1   1   0 -
BL16776_cuf3         -          KOG0619              -              0.079   13.2   0.3      0.16   12.2   0.1   1.7   2   0   0   2   2   1   0 -
BL95254_evm1         -          KOG0619              -              0.083   13.1   1.9      0.29   11.4   0.6   2.4   2   0   0   2   2   1   0 -
BL15340_evm7         -          KOG0619              -               0.09   13.0  14.6      0.47   10.7   2.8   2.7   2   1   0   2   2   2   0 -
BL24968_evm0         -          KOG0619              -              0.097   12.9   0.0      0.14   12.4   0.0   1.2   1   0   0   1   1   1   0 -
BL20620_evm0         -          KOG0619              -                0.1   12.8   0.1      0.31   11.3   0.1   1.4   1   1   0   1   1   1   0 -
BL01607_cuf13        -          KOG0619              -               0.13   12.5   0.1      0.46   10.7   0.0   1.8   1   1   0   2   2   1   0 -
BL90291_cuf0         -          KOG0619              -               0.13   12.5   0.8        23    5.2   0.1   3.0   1   1   1   2   2   2   0 -
BL43432_cuf0         -          KOG0619              -               0.14   12.4   0.0      0.16   12.2   0.0   1.1   1   0   0   1   1   1   0 -
BL07103_evm0         -          KOG0619              -               0.15   12.3   4.3      0.69   10.1   0.2   2.7   1   1   1   2   2   2   0 -
BL11695_evm0         -          KOG0619              -               0.16   12.2   0.9       0.2   11.9   0.9   1.1   1   0   0   1   1   1   0 -
BL27763_evm0         -          KOG0619              -               0.17   12.1   0.1      0.34   11.1   0.1   1.4   1   0   0   1   1   1   0 -
BL16691_cuf1         -          KOG0619              -               0.18   12.1   0.3      0.23   11.7   0.3   1.2   1   0   0   1   1   1   0 -
BL19218_cuf1         -          KOG0619              -               0.18   12.0   5.5       0.2   11.9   0.3   2.4   1   1   1   2   2   2   0 -
BL15888_evm0         -          KOG0619              -               0.19   12.0   0.9      0.22   11.8   0.1   1.6   1   1   1   2   2   1   0 -
BL35741_cuf0         -          KOG0619              -               0.22   11.7   0.0      0.36   11.0   0.0   1.3   1   0   0   1   1   1   0 -
BL12132_evm2         -          KOG0619              -               0.23   11.7   0.9      0.83    9.9   0.7   1.8   1   1   0   1   1   1   0 -
BL62023_cuf0         -          KOG0619              -               0.24   11.7   3.2      0.19   11.9   0.2   1.9   1   1   1   2   2   1   0 -
BL31926_evm0         -          KOG0619              -               0.26   11.5   0.1      0.31   11.2   0.1   1.2   1   0   0   1   1   1   0 -
BL16390_evm0         -          KOG0619              -               0.31   11.3   3.0      0.56   10.4   0.6   2.2   1   1   1   2   2   2   0 -
BL00444_cuf1         -          KOG0619              -               0.39   10.9   1.7      0.66   10.2   0.2   2.2   2   0   0   2   2   1   0 -
BL78491_cuf0         -          KOG0619              -               0.47   10.7   0.4       0.7   10.1   0.4   1.1   1   0   0   1   1   1   0 -
BL74399_cuf0         -          KOG0619              -                0.6   10.3   0.1      0.81    9.9   0.1   1.3   1   0   0   1   1   1   0 -
BL29318_evm0         -          KOG0619              -               0.61   10.3   0.0      0.93    9.7   0.0   1.3   1   0   0   1   1   1   0 -
BL31214_evm0         -          KOG0619              -               0.63   10.3   0.0       1.1    9.4   0.0   1.3   1   0   0   1   1   1   0 -
BL06429_evm0         -          KOG0619              -               0.65   10.2   0.9       5.4    7.2   0.9   2.1   1   1   0   1   1   1   0 -
BL10481_cuf2         -          KOG0619              -               0.68   10.2   1.3       9.3    6.4   0.1   2.2   1   1   1   2   2   2   0 -
BL18976_cuf0         -          KOG0619              -               0.82    9.9   0.3       4.1    7.6   0.1   2.0   1   1   1   2   2   1   0 -
BL13481_cuf1         -          KOG0619              -               0.83    9.9   0.6       4.6    7.4   0.5   2.0   1   1   0   1   1   1   0 -
BL25408_evm0         -          KOG0619              -               0.86    9.8   0.0       1.2    9.3   0.0   1.1   1   0   0   1   1   1   0 -
BL30914_evm0         -          KOG0619              -               0.86    9.8   0.0       1.2    9.3   0.0   1.3   1   0   0   1   1   1   0 -
BL05822_cuf5         -          KOG0619              -               0.91    9.7   1.6       2.8    8.1   0.1   2.2   2   0   0   2   2   1   0 -
BL06108_cuf2         -          KOG0619              -               0.94    9.7   0.4       2.3    8.4   0.5   1.6   1   1   0   1   1   1   0 -
BL08907_evm0         -          KOG0619              -               0.95    9.7   0.0       1.6    8.9   0.0   1.4   1   0   0   1   1   1   0 -
#
# Program:         hmmsearch
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SEARCH
# Query file:      ../../profiles/RefOG008.strict.hmm
# Target file:     Branchiostoma_lanceolatum.BraLan2.pep.all.fa
# Option settings: hmmsearch -o /dev/null --tblout ../../hmmer_results/Ref008.Branchiostoma_lanceolatum.BraLan2.pep.all.fa.txt --noali -E 1 --max --cpu 1 ../../profiles/RefOG008.strict.hmm Branchiostoma_lanceolatum.BraLan2.pep.all.fa 
# Current dir:     /data/orig/projects/OrthoFinder/benchmarks/Orthobench/v2/proteomes/primary_transcripts
# Date:            Wed Mar 11 18:21:32 2020
# [ok]
